,LSLR Program,Public or Consumer,Work Address,Status,Zip,Ward,Date Completed,program,ZIP,BOTH AS REQUIRED or Consumer,Type of Service,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address,row,classification_for_entire_service_line,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,matched_address,m_is_intersection,_merge
744,Breaks & Leaks LSLR,PUBLIC,6129 S JUSTINE ST,Completed,,16.0,2025-12-08 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-08,6129 S JUSTINE ST,802,Breaks Leaks 6129 S JUSTINE ST,,,,,,,,,,,,,,,,left_only
745,Equity LSLR,BOTH AS REQUIRED,4933 S ARTESIAN AVE,Completed,,15.0,2025-12-08 00:00:00,Equity,60632.0,,,2025.0,12/2025,12-08,4933 S ARTESIAN AVE,803,Equity 4933 S ARTESIAN AVE,,,,,,,,,,,,,,,,left_only
746,Breaks & Leaks LSLR,PUBLIC,1839 S KILDARE AVE,Completed,,24.0,2025-12-08 00:00:00,Breaks Leaks,60623.0,,,2025.0,12/2025,12-08,1839 S KILDARE AVE,804,Breaks Leaks 1839 S KILDARE AVE,,,,,,,,,,,,,,,,left_only
747,CIP SM LSLR,PUBLIC,3210 S CANAL ST,Completed,,11.0,2025-12-08 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-08,3210 S CANAL ST,805,CIP Sewer Main 3210 S CANAL ST,,,,,,,,,,,,,,,,left_only
748,CIP WM LSLR,CONSUMER,2144 W FLETCHER ST,Completed,,32.0,2025-12-08 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-08,2144 W FLETCHER ST,806,CIP Water Main 2144 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
749,CIP WM LSLR,PUBLIC,901 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,901 N ST LOUIS AVE,807,CIP Water Main 901 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
750,CIP WM LSLR,PUBLIC,904 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,904 N ST LOUIS AVE,808,CIP Water Main 904 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
751,CIP WM LSLR,CONSUMER,904 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,904 N ST LOUIS AVE,809,CIP Water Main 904 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
752,CIP WM LSLR,PUBLIC,2215 W FLETCHER ST,Completed,,32.0,2025-12-08 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-08,2215 W FLETCHER ST,810,CIP Water Main 2215 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
753,CIP WM LSLR,CONSUMER,2215 W FLETCHER ST,Completed,,32.0,2025-12-08 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-08,2215 W FLETCHER ST,811,CIP Water Main 2215 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
754,CIP WM LSLR,CONSUMER,8423 S PAULINA ST,Completed,,18.0,2025-12-08 00:00:00,CIP Water Main,60620.0,,,2025.0,12/2025,12-08,8423 S PAULINA ST,812,CIP Water Main 8423 S PAULINA ST,,,,,,,,,,,,,,,,left_only
755,Breaks & Leaks LSLR,PUBLIC,9026 S BUFFALO AVE,Completed,,10.0,2025-12-08 00:00:00,Breaks Leaks,60617.0,,,2025.0,12/2025,12-08,9026 S BUFFALO AVE,813,Breaks Leaks 9026 S BUFFALO AVE,,,,,,,,,,,,,,,,left_only
756,Breaks & Leaks LSLR,CONSUMER,6257 61 N LINCOLN AVE,Completed,,50.0,2025-12-08 00:00:00,Breaks Leaks,60659.0,,,2025.0,12/2025,12-08,6257 N LINCOLN AVE,814,Breaks Leaks 6257 N LINCOLN AVE,,,,,,,,,,,,,,,,left_only
757,Breaks & Leaks LSLR,PUBLIC,12616 S EMERALD AVE,Completed,,9.0,2025-12-08 00:00:00,Breaks Leaks,60628.0,,,2025.0,12/2025,12-08,12616 S EMERALD AVE,815,Breaks Leaks 12616 S EMERALD AVE,,,,,,,,,,,,,,,,left_only
758,Breaks & Leaks LSLR,CONSUMER,9026 S BUFFALO AVE,Completed,,10.0,2025-12-08 00:00:00,Breaks Leaks,60617.0,,,2025.0,12/2025,12-08,9026 S BUFFALO AVE,816,Breaks Leaks 9026 S BUFFALO AVE,,,,,,,,,,,,,,,,left_only
759,Breaks & Leaks LSLR,CONSUMER,6913 N OLEANDER AVE,Completed,,41.0,2025-12-08 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-08,6913 N OLEANDER AVE,817,Breaks Leaks 6913 N OLEANDER AVE,,,,,,,,,,,,,,,,left_only
760,Breaks & Leaks LSLR,CONSUMER,1942 W IRVING PARK RD,Completed,,47.0,2025-12-08 00:00:00,Breaks Leaks,60613.0,,,2025.0,12/2025,12-08,1942 W IRVING PARK RD,818,Breaks Leaks 1942 W IRVING PARK RD,,,,,,,,,,,,,,,,left_only
761,Breaks & Leaks LSLR,PUBLIC,1942 W IRVING PARK RD,Completed,,47.0,2025-12-08 00:00:00,Breaks Leaks,60613.0,,,2025.0,12/2025,12-08,1942 W IRVING PARK RD,819,Breaks Leaks 1942 W IRVING PARK RD,,,,,,,,,,,,,,,,left_only
762,Breaks & Leaks LSLR,PUBLIC,6913 N OLEANDER AVE,Completed,,41.0,2025-12-08 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-08,6913 N OLEANDER AVE,820,Breaks Leaks 6913 N OLEANDER AVE,,,,,,,,,,,,,,,,left_only
763,Breaks & Leaks LSLR,CONSUMER,5650 N ST LOUIS AVE,Completed,,39.0,2025-12-08 00:00:00,Breaks Leaks,60659.0,,,2025.0,12/2025,12-08,5650 N ST LOUIS AVE,821,Breaks Leaks 5650 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
764,Block Level LSLR,CONSUMER,5942 S CAMPBELL AVE,Completed,,16.0,2025-12-08 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-08,5942 S CAMPBELL AVE,822,Block Level LSLR 5942 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
765,Block Level LSLR,PUBLIC,5942 S CAMPBELL AVE,Completed,,16.0,2025-12-08 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-08,5942 S CAMPBELL AVE,823,Block Level LSLR 5942 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
766,CIP WM LSLR,PUBLIC,900 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,900 N ST LOUIS AVE,824,CIP Water Main 900 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
767,CIP WM LSLR,CONSUMER,901 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,901 N ST LOUIS AVE,825,CIP Water Main 901 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
768,CIP WM LSLR,PUBLIC,2144 W FLETCHER ST,Completed,,32.0,2025-12-08 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-08,2144 W FLETCHER ST,826,CIP Water Main 2144 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
769,Breaks & Leaks LSLR,CONSUMER,4907 W WALTON ST,Completed,,37.0,2025-12-08 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-08,4907 W WALTON ST,827,Breaks Leaks 4907 W WALTON ST,,,,,,,,,,,,,,,,left_only
770,Block Level LSLR,CONSUMER,7916 S JEFFERY BLVD,Completed,,8.0,2025-12-08 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-08,7916 S JEFFERY BLVD,828,Block Level LSLR 7916 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
771,Breaks & Leaks LSLR,PUBLIC,4907 W WALTON ST,Completed,,37.0,2025-12-08 00:00:00,Breaks Leaks,60651.0,,,2025.0,12/2025,12-08,4907 W WALTON ST,829,Breaks Leaks 4907 W WALTON ST,,,,,,,,,,,,,,,,left_only
772,Block Level LSLR,PUBLIC,7532 S MARSHFIELD AVE,Completed,,17.0,2025-12-08 00:00:00,Block Level LSLR,60620.0,,,2025.0,12/2025,12-08,7532 S MARSHFIELD AVE,830,Block Level LSLR 7532 S MARSHFIELD AVE,,,,,,,,,,,,,,,,left_only
773,Breaks & Leaks LSLR,PUBLIC,5650 N ST LOUIS AVE,Completed,,39.0,2025-12-08 00:00:00,Breaks Leaks,60659.0,,,2025.0,12/2025,12-08,5650 N ST LOUIS AVE,831,Breaks Leaks 5650 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
774,Block Level LSLR,PUBLIC,7916 S JEFFERY BLVD,Completed,,8.0,2025-12-08 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-08,7916 S JEFFERY BLVD,832,Block Level LSLR 7916 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
775,Block Level LSLR,CONSUMER,5924 S CAMPBELL AVE,Completed,,16.0,2025-12-08 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-08,5924 S CAMPBELL AVE,833,Block Level LSLR 5924 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
776,Block Level LSLR,CONSUMER,7917 S JEFFERY BLVD,Completed,,8.0,2025-12-08 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-08,7917 S JEFFERY BLVD,834,Block Level LSLR 7917 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
777,Breaks & Leaks LSLR,CONSUMER,1839 S KILDARE AVE,Completed,,24.0,2025-12-08 00:00:00,Breaks Leaks,60623.0,,,2025.0,12/2025,12-08,1839 S KILDARE AVE,835,Breaks Leaks 1839 S KILDARE AVE,,,,,,,,,,,,,,,,left_only
778,Block Level LSLR,CONSUMER,7532 S MARSHFIELD AVE,Completed,,17.0,2025-12-08 00:00:00,Block Level LSLR,60620.0,,,2025.0,12/2025,12-08,7532 S MARSHFIELD AVE,837,Block Level LSLR 7532 S MARSHFIELD AVE,,,,,,,,,,,,,,,,left_only
779,Block Level LSLR,PUBLIC,7917 S JEFFERY BLVD,Completed,,8.0,2025-12-08 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-08,7917 S JEFFERY BLVD,838,Block Level LSLR 7917 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
780,CIP WM LSLR,CONSUMER,900 N ST LOUIS AVE,Completed,,27.0,2025-12-08 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-08,900 N ST LOUIS AVE,839,CIP Water Main 900 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
781,Block Level LSLR,PUBLIC,5924 S CAMPBELL AVE,Completed,,16.0,2025-12-08 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-08,5924 S CAMPBELL AVE,840,Block Level LSLR 5924 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
782,Breaks & Leaks LSLR,CONSUMER,12616 S EMERALD AVE,Completed,,9.0,2025-12-08 00:00:00,Breaks Leaks,60628.0,,,2025.0,12/2025,12-08,12616 S EMERALD AVE,841,Breaks Leaks 12616 S EMERALD AVE,,,,,,,,,,,,,,,,left_only
783,Breaks & Leaks LSLR,PUBLIC,3817 N KOSTNER AVE,Completed,,30.0,2025-12-05 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-05,3817 N KOSTNER AVE,844,Breaks Leaks 3817 N KOSTNER AVE,,,,,,,,,,,,,,,,left_only
784,Breaks & Leaks LSLR,PUBLIC,1543 W 71ST ST,Completed,,17.0,2025-12-05 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-05,1543 W 71ST ST,845,Breaks Leaks 1543 W 71ST ST,,,,,,,,,,,,,,,,left_only
785,Block Level LSLR,PUBLIC,7924 S JEFFERY BLVD,Completed,,8.0,2025-12-05 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-05,7924 S JEFFERY BLVD,846,Block Level LSLR 7924 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
786,Block Level LSLR,CONSUMER,7923 S JEFFERY BLVD,Completed,,8.0,2025-12-05 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-05,7923 S JEFFERY BLVD,847,Block Level LSLR 7923 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
787,Block Level LSLR,PUBLIC,7923 S JEFFERY BLVD,Completed,,8.0,2025-12-05 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-05,7923 S JEFFERY BLVD,848,Block Level LSLR 7923 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
788,Breaks & Leaks LSLR,CONSUMER,1543 W 71ST ST,Completed,,17.0,2025-12-05 00:00:00,Breaks Leaks,60636.0,,,2025.0,12/2025,12-05,1543 W 71ST ST,849,Breaks Leaks 1543 W 71ST ST,,,,,,,,,,,,,,,,left_only
789,Breaks & Leaks LSLR,PUBLIC,5227 N LAPORTE AVE,Completed,,39.0,2025-12-05 00:00:00,Breaks Leaks,60630.0,,,2025.0,12/2025,12-05,5227 N LAPORTE AVE,850,Breaks Leaks 5227 N LAPORTE AVE,,,,,,,,,,,,,,,,left_only
790,Breaks & Leaks LSLR,CONSUMER,6324 S MOZART ST,Completed,,15.0,2025-12-05 00:00:00,Breaks Leaks,60629.0,,,2025.0,12/2025,12-05,6324 S MOZART ST,851,Breaks Leaks 6324 S MOZART ST,,,,,,,,,,,,,,,,left_only
791,Block Level LSLR,PUBLIC,5920 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5920 S CAMPBELL AVE,852,Block Level LSLR 5920 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
792,Block Level LSLR,CONSUMER,7924 S JEFFERY BLVD,Completed,,8.0,2025-12-05 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-05,7924 S JEFFERY BLVD,853,Block Level LSLR 7924 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
793,Block Level LSLR,CONSUMER,5920 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5920 S CAMPBELL AVE,854,Block Level LSLR 5920 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
794,Equity LSLR,BOTH AS REQUIRED,6206 S KNOX AVE,Completed,,13.0,2025-12-05 00:00:00,Equity,60629.0,,,2025.0,12/2025,12-05,6206 S KNOX AVE,855,Equity 6206 S KNOX AVE,,,,,,,,,,,,,,,,left_only
795,CIP WM LSLR,PUBLIC,2106 W FLETCHER ST,Completed,,32.0,2025-12-05 00:00:00,CIP Water Main,60618.0,,,2025.0,12/2025,12-05,2106 W FLETCHER ST,856,CIP Water Main 2106 W FLETCHER ST,,,,,,,,,,,,,,,,left_only
796,Block Level LSLR,PUBLIC,5914 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5914 S CAMPBELL AVE,857,Block Level LSLR 5914 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
797,Homeowner Initiated LSLR,BOTH AS REQUIRED,6671 W Albion Ave,Completed,,41.0,2025-12-05 00:00:00,Homeowner Initiated,60631.0,,,2025.0,12/2025,12-05,6671 W ALBION AVE,858,Homeowner Initiated 6671 W ALBION AVE,,,,,,,,,,,,,,,,left_only
798,Block Level LSLR,CONSUMER,5914 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5914 S CAMPBELL AVE,859,Block Level LSLR 5914 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
799,Equity LSLR,BOTH AS REQUIRED,4317 W 83RD ST,Completed,,18.0,2025-12-05 00:00:00,Equity,60652.0,,,2025.0,12/2025,12-05,4317 W 83RD ST,860,Equity 4317 W 83RD ST,,,,,,,,,,,,,,,,left_only
800,Block Level LSLR,CONSUMER,5919 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5919 S CAMPBELL AVE,862,Block Level LSLR 5919 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
801,Homeowner Initiated LSLR,BOTH AS REQUIRED,8734 S Exchange,Completed,,20.0,2025-12-05 00:00:00,Homeowner Initiated,60609.0,,,2025.0,12/2025,12-05,8734 S EXCHANGE,863,Homeowner Initiated 8734 S EXCHANGE,,,,,,,,,,,,,,,,left_only
802,Equity LSLR,BOTH AS REQUIRED,5176 W 64TH PL,Completed,,13.0,2025-12-05 00:00:00,Equity,60638.0,,,2025.0,12/2025,12-05,5176 W 64TH PL,864,Equity 5176 W 64TH PL,,,,,,,,,,,,,,,,left_only
803,CIP WM LSLR,PUBLIC,5036 W WINNEMAC AVE,Completed,,45.0,2025-12-05 00:00:00,CIP Water Main,60630.0,,,2025.0,12/2025,12-05,5036 W WINNEMAC AVE,865,CIP Water Main 5036 W WINNEMAC AVE,,,,,,,,,,,,,,,,left_only
804,Block Level LSLR,PUBLIC,5919 S CAMPBELL AVE,Completed,,16.0,2025-12-05 00:00:00,Block Level LSLR,60629.0,,,2025.0,12/2025,12-05,5919 S CAMPBELL AVE,866,Block Level LSLR 5919 S CAMPBELL AVE,,,,,,,,,,,,,,,,left_only
805,Block Level LSLR,CONSUMER,7927 S JEFFERY BLVD,Completed,,8.0,2025-12-04 22:49:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-04,7927 S JEFFERY BLVD,867,Block Level LSLR 7927 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
806,CIP SM LSLR,CONSUMER,3240 S CANAL ST,Completed,,11.0,2025-12-04 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-04,3240 S CANAL ST,868,CIP Sewer Main 3240 S CANAL ST,,,,,,,,,,,,,,,,left_only
807,Breaks & Leaks LSLR,PUBLIC,5122 W ADDISON ST,Completed,,30.0,2025-12-04 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-04,5122 W ADDISON ST,869,Breaks Leaks 5122 W ADDISON ST,,,,,,,,,,,,,,,,left_only
808,Breaks & Leaks LSLR,PUBLIC,3536 N OCONTO AVE,Completed,,38.0,2025-12-04 00:00:00,Breaks Leaks,60634.0,,,2025.0,12/2025,12-04,3536 N OCONTO AVE,871,Breaks Leaks 3536 N OCONTO AVE,,,,,,,,,,,,,,,,left_only
809,CIP SM LSLR,PUBLIC,3208 S CANAL ST,Completed,,11.0,2025-12-04 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-04,3208 S CANAL ST,872,CIP Sewer Main 3208 S CANAL ST,,,,,,,,,,,,,,,,left_only
810,Breaks & Leaks LSLR,CONSUMER,3536 N OCONTO AVE,Completed,,38.0,2025-12-04 00:00:00,Breaks Leaks,60634.0,,,2025.0,12/2025,12-04,3536 N OCONTO AVE,873,Breaks Leaks 3536 N OCONTO AVE,,,,,,,,,,,,,,,,left_only
811,CIP SM LSLR,PUBLIC,3240 S CANAL ST,Completed,,11.0,2025-12-04 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-04,3240 S CANAL ST,874,CIP Sewer Main 3240 S CANAL ST,,,,,,,,,,,,,,,,left_only
812,CIP SM LSLR,CONSUMER,3208 S CANAL ST,Completed,,11.0,2025-12-04 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-04,3208 S CANAL ST,875,CIP Sewer Main 3208 S CANAL ST,,,,,,,,,,,,,,,,left_only
813,Breaks & Leaks LSLR,PUBLIC,3311 W 84TH PL,Completed,,18.0,2025-12-04 00:00:00,Breaks Leaks,60652.0,,,2025.0,12/2025,12-04,3311 W 84TH PL,876,Breaks Leaks 3311 W 84TH PL,,,,,,,,,,,,,,,,left_only
814,CIP WM LSLR,CONSUMER,820 N ST LOUIS AVE,Completed,,27.0,2025-12-04 00:00:00,CIP Water Main,60651.0,,,2025.0,12/2025,12-04,820 N ST LOUIS AVE,877,CIP Water Main 820 N ST LOUIS AVE,,,,,,,,,,,,,,,,left_only
815,CIP WM LSLR,CONSUMER,8441 S PAULINA ST,Completed,,18.0,2025-12-04 00:00:00,CIP Water Main,60620.0,,,2025.0,12/2025,12-04,8441 S PAULINA ST,878,CIP Water Main 8441 S PAULINA ST,,,,,,,,,,,,,,,,left_only
816,Block Level LSLR,PUBLIC,7927 S JEFFERY BLVD,Completed,,8.0,2025-12-04 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-04,7927 S JEFFERY BLVD,879,Block Level LSLR 7927 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
817,Breaks & Leaks LSLR,PUBLIC,641 N LOREL AVE,Completed,,37.0,2025-12-04 00:00:00,Breaks Leaks,60644.0,,,2025.0,12/2025,12-04,641 N LOREL AVE,880,Breaks Leaks 641 N LOREL AVE,,,,,,,,,,,,,,,,left_only
818,Block Level LSLR,CONSUMER,7929 S JEFFERY BLVD,Completed,,8.0,2025-12-04 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-04,7929 S JEFFERY BLVD,881,Block Level LSLR 7929 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
819,Breaks & Leaks LSLR,CONSUMER,5122 W ADDISON ST,Completed,,30.0,2025-12-04 00:00:00,Breaks Leaks,60641.0,,,2025.0,12/2025,12-04,5122 W ADDISON ST,882,Breaks Leaks 5122 W ADDISON ST,,,,,,,,,,,,,,,,left_only
820,Breaks & Leaks LSLR,CONSUMER,641 N LOREL AVE,Completed,,37.0,2025-12-04 00:00:00,Breaks Leaks,60644.0,,,2025.0,12/2025,12-04,641 N LOREL AVE,883,Breaks Leaks 641 N LOREL AVE,,,,,,,,,,,,,,,,left_only
821,CIP WM LSLR,CONSUMER,8438 S PAULINA ST,Completed,,18.0,2025-12-04 00:00:00,CIP Water Main,60620.0,,,2025.0,12/2025,12-04,8438 S PAULINA ST,884,CIP Water Main 8438 S PAULINA ST,,,,,,,,,,,,,,,,left_only
822,Block Level LSLR,PUBLIC,7929 S JEFFERY BLVD,Completed,,8.0,2025-12-04 00:00:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-04,7929 S JEFFERY BLVD,885,Block Level LSLR 7929 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
823,Homeowner Initiated LSLR,BOTH AS REQUIRED,4438 N WHIPPLE ST,Completed,,33.0,2025-12-04 00:00:00,Homeowner Initiated,60625.0,,,2025.0,12/2025,12-04,4438 N WHIPPLE ST,886,Homeowner Initiated 4438 N WHIPPLE ST,,,,,,,,,,,,,,,,left_only
824,CIP WM LSLR,PUBLIC,2502 W 38TH ST,Completed,,12.0,2025-12-04 00:00:00,CIP Water Main,60632.0,,,2025.0,12/2025,12-04,2502 W 38TH ST,887,CIP Water Main 2502 W 38TH ST,,,,,,,,,,,,,,,,left_only
825,Breaks & Leaks LSLR,CONSUMER,3311 W 84TH PL,Completed,,18.0,2025-12-04 00:00:00,Breaks Leaks,60652.0,,,2025.0,12/2025,12-04,3311 W 84TH PL,888,Breaks Leaks 3311 W 84TH PL,,,,,,,,,,,,,,,,left_only
826,Breaks & Leaks LSLR,CONSUMER,2340 42 W 24TH ST,Completed,,25.0,2025-12-03 16:54:00,Breaks Leaks,60608.0,,,2025.0,12/2025,12-03,2340 W 24TH ST,889,Breaks Leaks 2340 W 24TH ST,,,,,,,,,,,,,,,,left_only
827,Breaks & Leaks LSLR,CONSUMER,3720 W AGATITE AVE,Completed,,33.0,2025-12-03 16:14:00,Breaks Leaks,60625.0,,,2025.0,12/2025,12-03,3720 W AGATITE AVE,890,Breaks Leaks 3720 W AGATITE AVE,,,,,,,,,,,,,,,,left_only
828,Block Level LSLR,CONSUMER,8118 S JEFFERY BLVD,Completed,,8.0,2025-12-03 13:17:00,Block Level LSLR,60617.0,,,2025.0,12/2025,12-03,8118 S JEFFERY BLVD,891,Block Level LSLR 8118 S JEFFERY BLVD,,,,,,,,,,,,,,,,left_only
829,Breaks & Leaks LSLR,PUBLIC,10445 S HOYNE AVE,Completed,,19.0,2025-12-03 00:00:00,Breaks Leaks,60643.0,,,2025.0,12/2025,12-03,10445 S HOYNE AVE,893,Breaks Leaks 10445 S HOYNE AVE,,,,,,,,,,,,,,,,left_only
830,Breaks & Leaks LSLR,PUBLIC,10431 33 S HALE AVE,Completed,,19.0,2025-12-03 00:00:00,Breaks Leaks,60643.0,,,2025.0,12/2025,12-03,10431 S HALE AVE,894,Breaks Leaks 10431 S HALE AVE,,,,,,,,,,,,,,,,left_only
831,Breaks & Leaks LSLR,CONSUMER,10445 S HOYNE AVE,Completed,,19.0,2025-12-03 00:00:00,Breaks Leaks,60643.0,,,2025.0,12/2025,12-03,10445 S HOYNE AVE,895,Breaks Leaks 10445 S HOYNE AVE,,,,,,,,,,,,,,,,left_only
832,CIP SM LSLR,PUBLIC,3239 S CANAL ST,Completed,,11.0,2025-12-03 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-03,3239 S CANAL ST,896,CIP Sewer Main 3239 S CANAL ST,,,,,,,,,,,,,,,,left_only
833,CIP SM LSLR,PUBLIC,3206 S CANAL ST,Completed,,11.0,2025-12-03 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-03,3206 S CANAL ST,897,CIP Sewer Main 3206 S CANAL ST,,,,,,,,,,,,,,,,left_only
834,CIP SM LSLR,CONSUMER,3206 S CANAL ST,Completed,,11.0,2025-12-03 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-03,3206 S CANAL ST,898,CIP Sewer Main 3206 S CANAL ST,,,,,,,,,,,,,,,,left_only
835,Breaks & Leaks LSLR,PUBLIC,1004 W 57TH ST,Completed,,16.0,2025-12-03 00:00:00,Breaks Leaks,60621.0,,,2025.0,12/2025,12-03,1004 W 57TH ST,900,Breaks Leaks 1004 W 57TH ST,,,,,,,,,,,,,,,,left_only
836,Breaks & Leaks LSLR,CONSUMER,10431 33 S HALE AVE,Completed,,19.0,2025-12-03 00:00:00,Breaks Leaks,60643.0,,,2025.0,12/2025,12-03,10431 S HALE AVE,901,Breaks Leaks 10431 S HALE AVE,,,,,,,,,,,,,,,,left_only
837,Breaks & Leaks LSLR,PUBLIC,10428 S VERNON AVE,Completed,,9.0,2025-12-03 00:00:00,Breaks Leaks,60628.0,,,2025.0,12/2025,12-03,10428 S VERNON AVE,902,Breaks Leaks 10428 S VERNON AVE,,,,,,,,,,,,,,,,left_only
838,CIP SM LSLR,CONSUMER,3239 S CANAL ST,Completed,,11.0,2025-12-03 00:00:00,CIP Sewer Main,60616.0,,,2025.0,12/2025,12-03,3239 S CANAL ST,903,CIP Sewer Main 3239 S CANAL ST,,,,,,,,,,,,,,,,left_only
839,Breaks & Leaks LSLR,CONSUMER,10428 S VERNON AVE,Completed,,9.0,2025-12-03 00:00:00,Breaks Leaks,60628.0,,,2025.0,12/2025,12-03,10428 S VERNON AVE,904,Breaks Leaks 10428 S VERNON AVE,,,,,,,,,,,,,,,,left_only
840,Breaks & Leaks LSLR,PUBLIC,7655 W NORWOOD ST,Completed,,41.0,2025-12-03 00:00:00,Breaks Leaks,60631.0,,,2025.0,12/2025,12-03,7655 W NORWOOD ST,905,Breaks Leaks 7655 W NORWOOD ST,,,,,,,,,,,,,,,,left_only
