,program,Public or Consumer,Work Address,Status,ZIP,Ward,Date Completed,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address
111,Block Level LSLR,PUBLIC,4511 S LAMON AVE,Completed,60638,22,2025-09-15 00:00:00,2025.0,09/2025,09-15,4511 S LAMON AVE,521,Block Level LSLR 4511 S LAMON AVE,"4511 S LAMON AVE, CHICAGO, IL 60638"
112,Block Level LSLR,CONSUMER,4511 S LAMON AVE,Completed,60638,22,2025-09-12 10:10:00,2025.0,09/2025,09-12,4511 S LAMON AVE,522,Block Level LSLR 4511 S LAMON AVE,"4511 S LAMON AVE, CHICAGO, IL 60638"
134,Block Level LSLR,PUBLIC,4543 S LAMON AVE,Completed,60638,22,2025-09-12 00:00:00,2025.0,09/2025,09-12,4543 S LAMON AVE,523,Block Level LSLR 4543 S LAMON AVE,"4543 S LAMON AVE, CHICAGO, IL 60638"
133,Block Level LSLR,CONSUMER,4543 S LAMON AVE,Completed,60638,22,2025-09-12 00:00:00,2025.0,09/2025,09-12,4543 S LAMON AVE,524,Block Level LSLR 4543 S LAMON AVE,"4543 S LAMON AVE, CHICAGO, IL 60638"
113,Block Level LSLR,CONSUMER,4515 S LAMON AVE,Completed,60638,22,2025-09-12 00:00:00,2025.0,09/2025,09-12,4515 S LAMON AVE,525,Block Level LSLR 4515 S LAMON AVE,"4515 S LAMON AVE, CHICAGO, IL 60638"
114,Block Level LSLR,PUBLIC,4515 S LAMON AVE,Completed,60638,22,2025-09-12 00:00:00,2025.0,09/2025,09-12,4515 S LAMON AVE,526,Block Level LSLR 4515 S LAMON AVE,"4515 S LAMON AVE, CHICAGO, IL 60638"
116,Block Level LSLR,PUBLIC,4517 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4517 S LAMON AVE,527,Block Level LSLR 4517 S LAMON AVE,"4517 S LAMON AVE, CHICAGO, IL 60638"
109,Block Level LSLR,CONSUMER,4507 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4507 S LAMON AVE,528,Block Level LSLR 4507 S LAMON AVE,"4507 S LAMON AVE, CHICAGO, IL 60638"
141,Block Level LSLR,CONSUMER,4555 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4555 S LAMON AVE,529,Block Level LSLR 4555 S LAMON AVE,"4555 S LAMON AVE, CHICAGO, IL 60638"
142,Block Level LSLR,PUBLIC,4555 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4555 S LAMON AVE,530,Block Level LSLR 4555 S LAMON AVE,"4555 S LAMON AVE, CHICAGO, IL 60638"
115,Block Level LSLR,CONSUMER,4517 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4517 S LAMON AVE,531,Block Level LSLR 4517 S LAMON AVE,"4517 S LAMON AVE, CHICAGO, IL 60638"
110,Block Level LSLR,PUBLIC,4507 S LAMON AVE,Completed,60638,22,2025-09-11 00:00:00,2025.0,09/2025,09-11,4507 S LAMON AVE,532,Block Level LSLR 4507 S LAMON AVE,"4507 S LAMON AVE, CHICAGO, IL 60638"
128,Block Level LSLR,PUBLIC,4535 S LAMON AVE,Completed,60638,22,2025-09-10 00:00:00,2025.0,09/2025,09-10,4535 S LAMON AVE,533,Block Level LSLR 4535 S LAMON AVE,"4535 S LAMON AVE, CHICAGO, IL 60638"
121,Block Level LSLR,CONSUMER,4525 S LAMON AVE,Completed,60638,22,2025-09-10 00:00:00,2025.0,09/2025,09-10,4525 S LAMON AVE,534,Block Level LSLR 4525 S LAMON AVE,"4525 S LAMON AVE, CHICAGO, IL 60638"
135,Block Level LSLR,CONSUMER,4547 S LAMON AVE,Completed,60638,22,2025-09-10 00:00:00,2025.0,09/2025,09-10,4547 S LAMON AVE,535,Block Level LSLR 4547 S LAMON AVE,"4547 S LAMON AVE, CHICAGO, IL 60638"
122,Block Level LSLR,PUBLIC,4525 S LAMON AVE,Completed,60638,22,2025-09-10 00:00:00,2025.0,09/2025,09-10,4525 S LAMON AVE,536,Block Level LSLR 4525 S LAMON AVE,"4525 S LAMON AVE, CHICAGO, IL 60638"
136,Block Level LSLR,PUBLIC,4547 S LAMON AVE,Completed,60638,22,2025-09-10 00:00:00,2025.0,09/2025,09-10,4547 S LAMON AVE,537,Block Level LSLR 4547 S LAMON AVE,"4547 S LAMON AVE, CHICAGO, IL 60638"
130,Block Level LSLR,PUBLIC,4537 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4537 S LAMON AVE,538,Block Level LSLR 4537 S LAMON AVE,"4537 S LAMON AVE, CHICAGO, IL 60638"
129,Block Level LSLR,CONSUMER,4537 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4537 S LAMON AVE,539,Block Level LSLR 4537 S LAMON AVE,"4537 S LAMON AVE, CHICAGO, IL 60638"
123,Block Level LSLR,CONSUMER,4529 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4529 S LAMON AVE,540,Block Level LSLR 4529 S LAMON AVE,"4529 S LAMON AVE, CHICAGO, IL 60638"
125,Block Level LSLR,CONSUMER,4531 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4531 S LAMON AVE,541,Block Level LSLR 4531 S LAMON AVE,"4531 S LAMON AVE, CHICAGO, IL 60638"
126,Block Level LSLR,PUBLIC,4531 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4531 S LAMON AVE,542,Block Level LSLR 4531 S LAMON AVE,"4531 S LAMON AVE, CHICAGO, IL 60638"
127,Block Level LSLR,CONSUMER,4535 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4535 S LAMON AVE,543,Block Level LSLR 4535 S LAMON AVE,"4535 S LAMON AVE, CHICAGO, IL 60638"
124,Block Level LSLR,PUBLIC,4529 S LAMON AVE,Completed,60638,22,2025-09-09 00:00:00,2025.0,09/2025,09-09,4529 S LAMON AVE,544,Block Level LSLR 4529 S LAMON AVE,"4529 S LAMON AVE, CHICAGO, IL 60638"
118,Block Level LSLR,CONSUMER,4519 S LAMON AVE,Completed,60638,22,2025-09-08 16:06:00,2025.0,09/2025,09-08,4519 S LAMON AVE,545,Block Level LSLR 4519 S LAMON AVE,"4519 S LAMON AVE, CHICAGO, IL 60638"
120,Block Level LSLR,CONSUMER,4521 S LAMON AVE,Completed,60638,22,2025-09-08 10:26:00,2025.0,09/2025,09-08,4521 S LAMON AVE,546,Block Level LSLR 4521 S LAMON AVE,"4521 S LAMON AVE, CHICAGO, IL 60638"
119,Block Level LSLR,PUBLIC,4521 S LAMON AVE,Completed,60638,22,2025-09-08 00:00:00,2025.0,09/2025,09-08,4521 S LAMON AVE,547,Block Level LSLR 4521 S LAMON AVE,"4521 S LAMON AVE, CHICAGO, IL 60638"
107,Block Level LSLR,CONSUMER,4505 S LAMON AVE,Completed,60638,22,2025-09-08 00:00:00,2025.0,09/2025,09-08,4505 S LAMON AVE,548,Block Level LSLR 4505 S LAMON AVE,"4505 S LAMON AVE, CHICAGO, IL 60638"
108,Block Level LSLR,PUBLIC,4505 S LAMON AVE,Completed,60638,22,2025-09-08 00:00:00,2025.0,09/2025,09-08,4505 S LAMON AVE,549,Block Level LSLR 4505 S LAMON AVE,"4505 S LAMON AVE, CHICAGO, IL 60638"
117,Block Level LSLR,PUBLIC,4519 S LAMON AVE,Completed,60638,22,2025-09-08 00:00:00,2025.0,09/2025,09-08,4519 S LAMON AVE,550,Block Level LSLR 4519 S LAMON AVE,"4519 S LAMON AVE, CHICAGO, IL 60638"
542,Block Level LSLR,PUBLIC,6308 W BARRY AVE,Completed,60634,30,2025-09-04 14:36:00,2025.0,09/2025,09-04,6308 W BARRY AVE,551,Block Level LSLR 6308 W BARRY AVE,"6308 W BARRY AVE, CHICAGO, IL 60634"
544,Block Level LSLR,PUBLIC,6310 W BARRY AVE,Completed,60634,30,2025-09-04 14:01:00,2025.0,09/2025,09-04,6310 W BARRY AVE,552,Block Level LSLR 6310 W BARRY AVE,"6310 W BARRY AVE, CHICAGO, IL 60634"
548,Block Level LSLR,PUBLIC,6318 W BARRY AVE,Completed,60634,30,2025-09-04 12:59:00,2025.0,09/2025,09-04,6318 W BARRY AVE,553,Block Level LSLR 6318 W BARRY AVE,"6318 W BARRY AVE, CHICAGO, IL 60634"
536,Block Level LSLR,PUBLIC,6254 W BARRY AVE,Completed,60634,30,2025-09-04 12:48:00,2025.0,09/2025,09-04,6254 W BARRY AVE,554,Block Level LSLR 6254 W BARRY AVE,"6254 W BARRY AVE, CHICAGO, IL 60634"
543,Block Level LSLR,CONSUMER,6310 W BARRY AVE,Completed,60634,30,2025-09-04 00:00:00,2025.0,09/2025,09-04,6310 W BARRY AVE,555,Block Level LSLR 6310 W BARRY AVE,"6310 W BARRY AVE, CHICAGO, IL 60634"
547,Block Level LSLR,CONSUMER,6318 W BARRY AVE,Completed,60634,30,2025-09-04 00:00:00,2025.0,09/2025,09-04,6318 W BARRY AVE,556,Block Level LSLR 6318 W BARRY AVE,"6318 W BARRY AVE, CHICAGO, IL 60634"
541,Block Level LSLR,CONSUMER,6308 W BARRY AVE,Completed,60634,30,2025-09-04 00:00:00,2025.0,09/2025,09-04,6308 W BARRY AVE,557,Block Level LSLR 6308 W BARRY AVE,"6308 W BARRY AVE, CHICAGO, IL 60634"
535,Block Level LSLR,CONSUMER,6254 W BARRY AVE,Completed,60634,30,2025-09-04 00:00:00,2025.0,09/2025,09-04,6254 W BARRY AVE,558,Block Level LSLR 6254 W BARRY AVE,"6254 W BARRY AVE, CHICAGO, IL 60634"
556,Block Level LSLR,PUBLIC,6334 W BARRY AVE,Completed,60634,30,2025-09-03 15:07:00,2025.0,09/2025,09-03,6334 W BARRY AVE,559,Block Level LSLR 6334 W BARRY AVE,"6334 W BARRY AVE, CHICAGO, IL 60634"
550,Block Level LSLR,PUBLIC,6322 W BARRY AVE,Completed,60634,30,2025-09-03 13:03:00,2025.0,09/2025,09-03,6322 W BARRY AVE,560,Block Level LSLR 6322 W BARRY AVE,"6322 W BARRY AVE, CHICAGO, IL 60634"
554,Block Level LSLR,PUBLIC,6330 W BARRY AVE,Completed,60634,30,2025-09-03 11:51:00,2025.0,09/2025,09-03,6330 W BARRY AVE,561,Block Level LSLR 6330 W BARRY AVE,"6330 W BARRY AVE, CHICAGO, IL 60634"
560,Block Level LSLR,PUBLIC,6340 W BARRY AVE,Completed,60634,30,2025-09-03 11:33:00,2025.0,09/2025,09-03,6340 W BARRY AVE,562,Block Level LSLR 6340 W BARRY AVE,"6340 W BARRY AVE, CHICAGO, IL 60634"
549,Block Level LSLR,CONSUMER,6322 W BARRY AVE,Completed,60634,30,2025-09-03 00:00:00,2025.0,09/2025,09-03,6322 W BARRY AVE,563,Block Level LSLR 6322 W BARRY AVE,"6322 W BARRY AVE, CHICAGO, IL 60634"
553,Block Level LSLR,CONSUMER,6330 W BARRY AVE,Completed,60634,30,2025-09-03 00:00:00,2025.0,09/2025,09-03,6330 W BARRY AVE,564,Block Level LSLR 6330 W BARRY AVE,"6330 W BARRY AVE, CHICAGO, IL 60634"
555,Block Level LSLR,CONSUMER,6334 W BARRY AVE,Completed,60634,30,2025-09-03 00:00:00,2025.0,09/2025,09-03,6334 W BARRY AVE,565,Block Level LSLR 6334 W BARRY AVE,"6334 W BARRY AVE, CHICAGO, IL 60634"
559,Block Level LSLR,CONSUMER,6340 W BARRY AVE,Completed,60634,30,2025-09-03 00:00:00,2025.0,09/2025,09-03,6340 W BARRY AVE,566,Block Level LSLR 6340 W BARRY AVE,"6340 W BARRY AVE, CHICAGO, IL 60634"
104,Block Level LSLR,PUBLIC,3101 N NARRAGANSETT AVE,Completed,60634,30,2025-09-02 14:52:00,2025.0,09/2025,09-02,3101 N NARRAGANSETT AVE,567,Block Level LSLR 3101 N NARRAGANSETT AVE,"3101 N NARRAGANSETT AVE, CHICAGO, IL 60634"
103,Block Level LSLR,CONSUMER,3101 N NARRAGANSETT AVE,Completed,60634,30,2025-09-02 00:00:00,2025.0,09/2025,09-02,3101 N NARRAGANSETT AVE,568,Block Level LSLR 3101 N NARRAGANSETT AVE,"3101 N NARRAGANSETT AVE, CHICAGO, IL 60634"
